mu phi sigma rho nu
-0.5244 0.9529 0.1859 -0.3359 8
-0.4665 0.9228 0.2612 -0.4770 12
-0.4446 0.9660 0.1614 -0.3294 16
-0.4462 0.9759 0.1342 -0.1172 9
-0.3984 0.9518 0.1729 -0.2645 11
-0.4047 0.9691 0.1505 -0.3518 18
-0.4632 0.9555 0.1891 -0.2862 9
-0.3745 0.9652 0.1500 -0.3761 12
-0.4701 0.9646 0.1588 -0.4266 10
-0.3421 0.9702 0.1368 -0.3069 12
-0.2234 0.9625 0.1557 -0.3836 20
-0.3504 0.9588 0.1762 -0.3056 26
-0.3839 0.9796 0.1190 -0.2228 14
-0.2855 0.9703 0.1404 -0.4141 16
-0.4164 0.9666 0.1510 -0.2888 14
-0.4811 0.9709 0.1498 -0.4730 13
-0.3834 0.9491 0.1797 -0.2757 10
-0.3593 0.9430 0.1985 -0.2538 17
-0.3822 0.9539 0.1881 -0.3298 11
-0.3614 0.9436 0.2083 -0.3686 14
-0.4621 0.9695 0.1510 -0.3697 10
-0.3906 0.9660 0.1439 -0.3811 13
-0.3471 0.9676 0.1620 -0.3055 13
-0.3732 0.9276 0.2138 -0.4720 10
-0.4624 0.9662 0.1645 -0.4520 13
-0.2717 0.9470 0.2014 -0.2831 33
-0.3287 0.9555 0.1904 -0.2991 28
-0.5439 0.9770 0.1411 -0.2949 8
-0.4624 0.9728 0.1518 -0.3388 13
-0.4361 0.9617 0.1842 -0.3437 10
-0.3823 0.9305 0.2456 -0.3168 15
-0.4278 0.9782 0.1269 -0.2883 11
-0.3624 0.9625 0.1445 -0.3467 19
-0.4874 0.9506 0.1702 -0.3321 12
-0.3000 0.9643 0.1823 -0.3978 23
-0.4849 0.9574 0.1771 -0.5033 10
-0.4023 0.9717 0.1468 -0.1598 12
-0.4105 0.9351 0.2285 -0.2895 19
-0.3654 0.9586 0.1851 -0.3539 24
-0.4132 0.9664 0.1540 -0.2455 12
-0.4184 0.9600 0.1853 -0.0792 12
-0.4165 0.9533 0.1787 -0.2691 17
-0.3892 0.9523 0.2142 -0.4061 19
-0.4405 0.9511 0.1759 -0.3273 9
-0.3617 0.9807 0.1446 -0.3226 16
-0.4682 0.9652 0.1687 -0.3039 8
-0.4943 0.9483 0.1904 -0.2343 10
-0.3999 0.9730 0.1542 -0.2346 13
-0.3669 0.9599 0.1832 -0.2015 13
-0.4107 0.9759 0.1303 -0.0351 14
-0.4572 0.9581 0.1682 -0.3757 10
-0.4254 0.9668 0.1612 -0.2335 10
-0.3605 0.9552 0.1775 -0.2145 17
-0.4420 0.9618 0.1510 -0.3865 10
-0.4639 0.9564 0.1740 -0.3265 11
-0.3933 0.9638 0.1811 -0.3803 15
-0.4010 0.9685 0.1490 -0.1344 11
-0.4752 0.9620 0.1624 -0.2367 11
-0.3766 0.9477 0.1894 -0.1760 17
-0.3292 0.9707 0.1594 -0.4258 11
-0.4440 0.9675 0.1477 -0.3701 11
-0.4592 0.9437 0.2090 -0.3470 12
-0.4255 0.9745 0.1511 -0.4031 11
-0.3045 0.9709 0.1524 -0.2330 18
-0.3528 0.9611 0.1707 -0.2165 15
-0.3583 0.9467 0.2026 -0.3750 21
-0.3738 0.9642 0.1754 -0.3673 12
-0.3671 0.9673 0.1675 -0.3733 18
-0.4109 0.9616 0.1781 -0.4088 10
-0.3542 0.9754 0.1446 -0.3194 17
-0.4197 0.9637 0.1599 -0.2951 11
-0.3306 0.9434 0.2050 -0.2963 12
-0.4682 0.9757 0.1363 -0.4106 11
-0.3744 0.9690 0.1635 -0.3430 27
-0.4085 0.9731 0.1595 -0.2905 11
-0.2896 0.9659 0.1609 -0.3501 16
-0.4250 0.9800 0.1119 -0.3633 11
-0.4108 0.9612 0.1729 -0.4390 13
-0.4749 0.9623 0.1788 -0.3615 9
-0.4105 0.9687 0.1584 -0.3971 9
-0.4093 0.9608 0.1746 -0.3559 12
-0.4174 0.9611 0.1797 -0.3897 12
-0.3827 0.9573 0.1687 -0.1558 12
-0.4349 0.9514 0.1982 -0.2044 10
-0.4823 0.9495 0.1876 -0.3723 7
-0.4138 0.9745 0.1348 -0.3398 13
-0.4391 0.9612 0.1608 -0.3710 12
-0.2856 0.9694 0.1315 -0.2691 26
-0.4228 0.9561 0.1778 -0.3009 8
-0.4007 0.9592 0.1669 -0.2753 10
-0.3168 0.9537 0.1840 -0.1092 19
-0.3726 0.9631 0.1715 -0.2620 10
-0.4865 0.9502 0.1955 -0.3601 8
-0.4935 0.9704 0.1505 -0.4537 9
-0.3050 0.9425 0.2296 -0.3299 19
-0.3638 0.9450 0.1991 -0.2257 16
-0.4201 0.9597 0.1700 -0.4704 13
-0.2880 0.9607 0.1804 -0.1451 18
-0.4123 0.9727 0.1408 -0.3106 11
-0.4287 0.9556 0.1898 -0.4295 10
-0.3980 0.9559 0.1835 -0.2351 15
-0.3981 0.9624 0.1761 -0.2548 15
-0.3974 0.9662 0.1627 -0.3405 13
-0.3533 0.9614 0.1661 -0.3173 12
-0.3853 0.9524 0.1918 -0.3669 13
-0.4124 0.9637 0.1516 -0.4444 9
-0.3135 0.9598 0.1709 -0.4738 14
-0.3628 0.9506 0.2031 -0.3966 11
-0.4317 0.9620 0.1746 -0.2589 13
-0.3967 0.9583 0.1766 -0.2191 14
-0.3416 0.9696 0.1650 -0.2979 23
-0.4414 0.9609 0.1810 -0.4015 10
-0.3516 0.9616 0.1701 -0.4325 15
-0.3848 0.9666 0.1548 -0.3703 11
-0.4325 0.9661 0.1595 -0.4084 14
-0.4455 0.9635 0.1913 -0.3410 16
-0.3867 0.9751 0.1313 -0.2431 10
-0.4511 0.9733 0.1527 -0.3228 13
-0.5814 0.9597 0.1551 -0.3742 6
-0.4079 0.9594 0.1707 -0.3473 15
-0.3722 0.9693 0.1575 -0.4046 12
-0.3952 0.9664 0.1783 -0.4952 11
-0.4295 0.9613 0.1897 -0.3408 13
-0.3647 0.9548 0.1709 -0.3625 13
-0.3123 0.9564 0.1769 -0.3385 20
-0.3884 0.9661 0.1721 -0.4179 16
-0.4760 0.9651 0.1687 -0.2540 13
-0.3394 0.9678 0.1648 -0.3535 14
-0.3198 0.9639 0.1908 -0.3264 28
-0.3670 0.9420 0.2235 -0.4423 18
-0.3826 0.9609 0.1739 -0.2736 13
-0.3674 0.9624 0.1676 -0.2940 14
-0.4662 0.9613 0.1608 -0.2874 13
-0.3958 0.9752 0.1356 -0.1716 11
-0.3165 0.9608 0.1664 -0.4434 15
-0.3958 0.9768 0.1410 -0.3879 12
-0.3265 0.9652 0.1390 -0.2351 16
-0.4545 0.9739 0.1440 -0.2047 11
-0.2883 0.9545 0.1942 -0.3413 16
-0.4212 0.9510 0.2067 -0.4146 15
-0.4708 0.9636 0.1627 -0.1718 10
-0.3846 0.9575 0.1792 -0.2883 16
-0.3796 0.9636 0.1763 -0.1495 10
-0.4355 0.9478 0.1966 -0.3909 12
-0.4329 0.9390 0.2071 -0.3965 11
-0.3743 0.9652 0.1600 -0.2801 18
-0.4163 0.9602 0.1894 -0.4207 15
-0.4147 0.9771 0.1404 -0.3507 13
-0.3995 0.9749 0.1132 -0.4428 10
-0.3864 0.9525 0.1634 -0.1506 9
-0.3315 0.9624 0.1720 -0.4614 23
-0.3930 0.9577 0.1729 -0.2576 17
-0.3770 0.9650 0.1530 -0.4234 19
-0.3727 0.9582 0.1762 -0.3487 16
-0.3688 0.9695 0.1488 -0.3358 18
-0.4928 0.9664 0.1525 -0.4324 9
-0.4261 0.9633 0.1565 -0.2636 14
-0.4067 0.9576 0.1711 -0.3169 11
-0.2727 0.9537 0.2038 -0.3628 37
-0.5338 0.9747 0.1344 -0.2314 8
-0.5485 0.9374 0.2143 -0.2811 9
-0.2867 0.9646 0.1496 -0.2505 18
-0.3626 0.9592 0.1726 -0.2337 9
-0.3979 0.9674 0.1696 -0.3638 12
-0.4090 0.9684 0.1589 -0.2876 14
-0.4757 0.9637 0.1574 -0.1910 10
-0.5109 0.9712 0.1347 -0.2096 9
-0.4365 0.9358 0.2301 -0.3594 9
-0.4472 0.9593 0.1657 -0.4353 11
-0.4443 0.9526 0.1900 -0.3376 9
-0.3653 0.9779 0.1370 -0.3282 16
-0.4075 0.9669 0.1529 -0.3229 13
-0.4450 0.9659 0.1720 -0.3445 8
-0.3290 0.9392 0.2220 -0.4193 16
-0.3721 0.9372 0.2364 -0.3588 9
-0.4106 0.9707 0.1539 -0.2810 15
-0.4431 0.9704 0.1580 -0.0858 10
-0.3923 0.9685 0.1486 -0.4334 9
-0.3200 0.9674 0.1603 -0.3966 11
-0.3998 0.9623 0.1764 -0.4249 11
-0.4101 0.9554 0.1465 -0.4037 8
-0.3934 0.9653 0.1453 -0.0848 11
-0.3029 0.9556 0.2155 -0.2686 21
-0.3168 0.9697 0.1566 -0.3014 16
-0.3493 0.9628 0.1809 -0.3593 10
-0.4869 0.9424 0.2228 -0.3321 8
-0.5116 0.9751 0.1299 -0.3272 9
-0.4411 0.9529 0.1892 -0.2119 11
-0.4844 0.9557 0.1677 -0.4100 12
-0.4538 0.9729 0.1313 -0.4366 9
-0.4425 0.9679 0.1601 -0.3230 11
-0.3609 0.9672 0.1669 -0.2937 14
-0.4307 0.9396 0.2023 -0.2984 10
-0.3057 0.9695 0.1589 -0.4064 17
-0.4063 0.9628 0.1666 -0.2245 11
-0.4095 0.9382 0.2293 -0.4129 13
-0.3884 0.9607 0.1667 -0.2683 13
-0.3322 0.9466 0.2214 -0.3804 24
-0.3879 0.9647 0.1737 -0.4377 12
-0.3447 0.9739 0.1449 -0.1846 19
-0.4242 0.9675 0.1592 -0.4057 12
-0.3933 0.9774 0.1378 -0.2350 12
-0.5239 0.9539 0.1828 -0.4173 10
-0.3183 0.9535 0.1957 -0.2981 29
-0.4005 0.9600 0.1908 -0.2628 19
-0.4113 0.9665 0.1657 -0.3617 10
-0.3692 0.9635 0.1765 -0.3208 14
-0.3897 0.9575 0.1738 -0.2464 13
-0.4658 0.9735 0.1512 -0.2665 9
-0.3982 0.9567 0.1713 -0.3666 11
-0.3460 0.9409 0.2492 -0.3262 21
-0.3899 0.9566 0.1645 -0.2480 10
-0.3599 0.9655 0.1529 -0.3529 13
-0.4652 0.9671 0.1652 -0.4418 10
-0.5053 0.9744 0.1342 -0.1960 8
-0.4516 0.9577 0.1719 -0.4319 11
-0.3891 0.9529 0.2088 -0.3125 15
-0.4070 0.9701 0.1472 -0.3533 12
-0.4449 0.9593 0.1783 -0.3177 9
-0.4681 0.9492 0.1926 -0.3375 9
-0.3625 0.9721 0.1569 -0.3732 18
-0.3527 0.9658 0.1910 -0.4841 17
-0.4119 0.9664 0.1511 -0.2103 12
-0.3765 0.9491 0.1946 -0.2511 14
-0.4812 0.9605 0.1900 -0.3578 10
-0.3800 0.9651 0.1608 -0.3282 14
-0.3897 0.9600 0.1508 -0.3529 11
-0.3496 0.9609 0.1575 -0.0871 14
-0.4085 0.9687 0.1642 -0.3770 12
-0.3644 0.9610 0.1570 -0.2337 14
-0.3334 0.9626 0.1628 -0.3053 23
-0.3942 0.9607 0.1596 -0.2297 10
-0.2783 0.9718 0.1367 -0.4614 23
-0.4201 0.9757 0.1334 -0.1362 9
-0.3818 0.9604 0.1673 -0.3174 14
-0.4049 0.9557 0.1897 -0.4209 11
-0.5136 0.9622 0.1763 -0.2856 13
-0.2798 0.9687 0.1391 -0.3437 16
-0.3834 0.9689 0.1594 -0.3401 12
-0.3874 0.9640 0.1652 -0.2833 18
-0.4650 0.9617 0.1673 -0.4627 8
-0.4942 0.9694 0.1409 -0.3909 9
-0.4246 0.9719 0.1231 -0.2370 9
-0.5005 0.9628 0.1527 -0.3740 10
-0.3607 0.9679 0.1454 -0.3179 10
-0.3287 0.9646 0.1507 -0.1919 13
-0.3716 0.9653 0.1711 -0.3743 11
-0.3356 0.9634 0.1677 -0.2743 16
-0.3465 0.9637 0.1704 -0.2433 16
-0.4170 0.9362 0.1888 -0.2083 10
-0.4406 0.9777 0.1369 -0.4004 9
-0.3656 0.9535 0.1793 -0.2813 20
-0.4006 0.9549 0.1777 -0.4354 16
-0.3216 0.9753 0.1335 -0.2941 10
-0.4321 0.9655 0.1569 -0.2891 9
-0.3645 0.9283 0.2541 -0.3330 17
-0.4389 0.9615 0.1512 -0.2999 9
-0.4133 0.9434 0.2025 -0.3283 16
-0.4757 0.9446 0.1896 -0.4115 10
-0.4789 0.9451 0.2026 -0.3567 12
-0.3857 0.9761 0.1556 -0.4444 12
-0.3667 0.9658 0.1614 -0.3839 11
-0.2957 0.9652 0.1631 -0.3105 24
-0.4002 0.9577 0.1746 -0.2808 18
-0.4393 0.9569 0.1715 -0.2907 12
-0.3709 0.9696 0.1518 -0.2161 14
-0.3740 0.9601 0.1914 -0.4601 23
-0.3927 0.9610 0.1723 -0.0894 9
-0.4461 0.9595 0.1800 -0.3745 10
-0.4060 0.9345 0.2524 -0.4048 12
-0.5059 0.9643 0.1542 -0.3655 7
-0.2506 0.9225 0.2236 -0.3357 20
-0.3232 0.9608 0.2078 -0.4111 43
-0.4248 0.9704 0.1643 -0.4127 13
-0.3759 0.9573 0.1686 -0.0587 10
-0.4080 0.9628 0.1668 -0.3065 10
-0.4721 0.9602 0.1553 -0.3062 9
-0.4057 0.9393 0.2355 -0.3676 30
-0.2531 0.9689 0.1694 -0.1853 38
-0.4044 0.9647 0.1585 -0.3980 11
-0.4219 0.9706 0.1493 -0.2680 13
-0.4026 0.9641 0.1668 -0.4903 14
-0.3332 0.9534 0.1866 -0.2228 17
-0.4305 0.9755 0.1162 -0.2112 12
-0.3684 0.9451 0.2038 -0.3058 17
-0.4166 0.9757 0.1493 -0.4515 13
-0.3333 0.9576 0.1882 -0.2635 23
-0.3538 0.9479 0.1979 -0.2559 25
-0.3910 0.9744 0.1398 -0.2579 10
-0.3944 0.9693 0.1375 -0.1970 10
-0.3426 0.9660 0.1571 -0.2726 19
-0.3134 0.9622 0.1883 -0.1739 16
-0.5108 0.9614 0.1616 -0.1466 9
-0.5076 0.9678 0.1521 -0.4079 11
-0.4668 0.9680 0.1360 -0.2253 10
-0.4592 0.9620 0.1893 -0.4256 11
-0.4403 0.9589 0.1821 -0.2373 27
-0.4806 0.9686 0.1726 -0.3903 9
-0.3862 0.9707 0.1504 -0.1318 17
-0.4608 0.9582 0.1664 -0.2251 11
-0.3262 0.9591 0.1824 -0.2290 21
-0.3758 0.9680 0.1516 -0.2690 14
-0.3544 0.9436 0.2031 -0.2919 20
-0.2562 0.9487 0.2304 -0.3046 31
-0.3933 0.9561 0.1679 -0.2962 11
-0.3976 0.9581 0.1864 -0.2538 13
-0.4305 0.9702 0.1512 -0.4036 10
-0.3331 0.9509 0.2004 -0.2724 26
-0.4720 0.9619 0.1730 -0.3252 9
-0.4098 0.9567 0.1721 -0.2390 14
-0.3890 0.9703 0.1583 -0.3879 12
-0.3925 0.9582 0.1859 -0.3494 17
-0.5423 0.9673 0.1447 -0.3460 7
-0.3926 0.9386 0.1959 -0.4701 21
-0.3959 0.9625 0.1766 -0.2994 16
-0.3649 0.9719 0.1338 -0.3761 13
-0.3367 0.9727 0.1417 -0.3262 15
-0.4817 0.9694 0.1391 -0.1321 12
-0.3961 0.9752 0.1493 -0.3439 13
-0.3871 0.9588 0.1655 -0.1761 18
-0.3436 0.9798 0.1256 -0.4005 13
-0.3843 0.9576 0.1902 -0.3859 17
-0.4891 0.9711 0.1527 -0.4394 11
-0.2957 0.9436 0.2498 -0.2987 44
-0.4432 0.9738 0.1324 -0.3679 9
-0.3353 0.9700 0.1407 -0.2383 14
-0.4080 0.9626 0.1805 -0.1396 14
-0.4132 0.9694 0.1494 -0.3108 14
-0.4291 0.9760 0.1411 -0.4714 15
-0.4597 0.9682 0.1437 -0.3069 11
-0.3608 0.9629 0.1668 -0.3348 15
-0.4237 0.9625 0.1739 -0.2653 9
-0.4213 0.9677 0.1406 -0.3048 10
-0.4408 0.9662 0.1679 -0.2500 15
-0.3305 0.9534 0.1918 -0.2486 28
-0.2957 0.9619 0.1688 -0.1103 19
-0.3172 0.9663 0.1778 -0.3073 27
-0.3428 0.9717 0.1436 -0.3007 10
-0.3785 0.9744 0.1452 -0.1871 13
-0.3059 0.9591 0.1776 -0.1131 26
-0.2864 0.9570 0.1829 -0.3580 12
-0.3285 0.9717 0.1455 -0.3793 14
-0.2924 0.9521 0.1914 -0.3031 18
-0.3728 0.9702 0.1567 -0.2830 15
-0.3191 0.9663 0.1648 -0.2939 17
-0.4356 0.9547 0.1717 -0.2464 13
-0.2944 0.9538 0.1943 -0.3538 29
-0.3238 0.9606 0.1845 -0.2553 44
-0.5393 0.9571 0.1901 -0.3050 9
-0.4043 0.9709 0.1463 -0.4104 14
-0.4143 0.9605 0.1615 -0.3867 13
-0.3647 0.9649 0.1646 -0.4227 18
-0.3213 0.9578 0.1598 -0.4923 18
-0.4262 0.9561 0.1783 -0.3167 10
-0.2960 0.9541 0.1883 -0.3288 16
-0.4351 0.9583 0.1543 -0.3299 10
-0.3947 0.9642 0.1552 -0.3883 11
-0.4146 0.9672 0.1538 -0.1582 10
-0.3683 0.9463 0.2004 -0.2441 17
-0.4382 0.9544 0.1954 -0.2469 12
-0.3734 0.9522 0.2044 -0.3298 15
-0.4360 0.9632 0.1736 -0.1965 12
-0.4483 0.9703 0.1540 -0.1922 9
-0.4264 0.9696 0.1565 -0.3011 10
-0.4045 0.9394 0.2259 -0.2799 14
-0.3316 0.9542 0.2011 -0.3818 12
-0.3625 0.9600 0.1792 -0.4418 15
-0.3357 0.9677 0.1595 -0.3102 13
-0.5174 0.9680 0.1798 -0.3205 11
-0.3945 0.9709 0.1494 -0.3571 12
-0.3702 0.9617 0.1841 -0.3222 19
-0.4252 0.9461 0.1918 -0.2646 15
-0.3603 0.9642 0.1699 -0.2696 12
-0.3690 0.9609 0.1803 -0.4913 12
-0.4284 0.9726 0.1359 -0.3187 9
-0.4490 0.9710 0.1457 -0.2561 7
-0.3754 0.9716 0.1426 -0.2527 15
-0.4486 0.9647 0.1686 -0.2459 9
-0.3751 0.9486 0.1932 -0.2868 18
-0.3710 0.9496 0.2071 -0.3574 14
-0.4164 0.9583 0.1777 -0.2493 15
-0.4658 0.9528 0.1834 -0.5180 7
-0.3746 0.9290 0.2326 -0.3485 15
-0.3311 0.9670 0.1612 -0.3417 10
-0.4198 0.9604 0.1741 -0.3027 15
-0.4423 0.9563 0.1823 -0.3608 9
-0.4250 0.9709 0.1532 -0.2100 13
-0.3558 0.9692 0.1601 -0.2975 23
-0.4358 0.9694 0.1537 -0.2110 12
-0.3845 0.9555 0.1747 -0.2381 13
-0.4216 0.9578 0.2082 -0.4088 9
-0.4686 0.9604 0.1906 -0.4800 10
-0.4401 0.9610 0.1843 -0.3191 11
-0.3581 0.9604 0.1736 -0.4714 15
-0.4342 0.9645 0.1599 -0.3016 9
-0.4270 0.9499 0.1930 -0.2636 9
-0.3931 0.9429 0.2044 -0.3330 15
-0.4315 0.9740 0.1474 -0.3185 10
-0.3884 0.9617 0.1642 -0.1509 19
-0.4764 0.9560 0.1901 -0.4480 9
-0.3268 0.9351 0.2357 -0.3695 36
-0.3825 0.9578 0.1748 -0.1551 15
-0.2948 0.9686 0.1612 -0.2307 18
-0.3175 0.9565 0.1819 -0.3214 15
-0.3759 0.9482 0.1999 -0.3739 13
-0.3838 0.9784 0.1309 -0.3341 16
-0.4400 0.9582 0.2019 -0.1310 14
-0.3945 0.9543 0.1848 -0.3143 14
-0.4659 0.9312 0.2089 -0.3560 9
-0.2883 0.9547 0.1794 -0.2570 27
-0.3594 0.9712 0.1375 -0.3559 13
-0.3955 0.9700 0.1453 -0.2846 15
-0.4030 0.9714 0.1347 -0.2623 15
-0.3045 0.9638 0.1818 -0.3402 23
-0.3634 0.9651 0.1640 -0.2955 13
-0.3774 0.9628 0.1489 -0.1485 12
-0.3424 0.9688 0.1531 -0.4016 19
-0.4084 0.9561 0.1702 -0.3214 10
-0.4100 0.9608 0.1675 -0.3536 9
-0.3377 0.9562 0.1753 -0.1509 15
-0.3089 0.9527 0.2041 -0.2610 11
-0.3747 0.9667 0.1591 -0.3899 13
-0.3159 0.9695 0.1729 -0.4541 19
-0.3488 0.9808 0.1224 -0.1515 16
-0.3843 0.9632 0.1760 -0.0370 18
-0.3786 0.9688 0.1522 -0.2721 11
-0.3910 0.9690 0.1688 -0.3178 15
-0.3612 0.9641 0.1561 -0.2838 12
-0.4684 0.9580 0.1723 -0.2087 10
-0.2971 0.9748 0.1512 -0.3334 16
-0.4129 0.9504 0.1901 -0.4634 9
-0.3540 0.9796 0.1245 -0.2275 13
-0.4132 0.9281 0.2457 -0.1364 19
-0.3747 0.9667 0.1669 -0.2562 22
-0.3761 0.9779 0.1335 -0.1194 11
-0.3143 0.9554 0.1906 -0.1956 30
-0.3644 0.9524 0.2009 -0.3548 20
-0.3731 0.9653 0.1695 -0.2854 13
-0.4090 0.9607 0.1823 -0.2344 15
-0.4109 0.9714 0.1431 -0.2414 12
-0.4137 0.9670 0.1416 -0.0310 9
-0.3747 0.9635 0.1695 -0.4691 14
-0.3601 0.9512 0.1820 -0.3158 15
-0.4055 0.9545 0.2104 -0.4690 21
-0.4430 0.9503 0.1864 -0.3405 14
-0.4271 0.9711 0.1477 -0.4248 14
-0.2969 0.9519 0.1898 -0.2953 30
-0.3028 0.9672 0.1621 -0.2803 13
-0.4388 0.9674 0.1511 -0.3688 11
-0.3596 0.9551 0.1944 -0.2073 18
-0.3992 0.9750 0.1413 -0.2832 10
-0.3776 0.9736 0.1309 -0.1953 13
-0.3857 0.9734 0.1324 -0.2296 10
-0.4793 0.9461 0.2045 -0.4013 8
-0.3592 0.9697 0.1547 -0.2031 15
-0.4000 0.9467 0.1863 -0.1964 16
-0.2463 0.9598 0.1833 -0.3566 29
-0.3873 0.9660 0.1611 -0.2256 15
-0.4494 0.9404 0.2140 -0.2521 10
-0.3985 0.9615 0.1953 -0.3775 9
-0.3409 0.9575 0.1781 -0.1444 15
-0.3796 0.9660 0.1699 -0.3287 12
-0.3387 0.9449 0.2249 -0.3043 16
-0.3903 0.9563 0.1692 -0.2813 9
-0.4598 0.9747 0.1290 -0.2855 9
-0.3689 0.9505 0.2065 -0.3490 14
-0.4676 0.9469 0.2134 -0.3435 9
-0.3851 0.9663 0.1684 -0.3121 11
-0.3735 0.9580 0.1750 -0.3336 15
-0.3290 0.9716 0.1457 -0.1970 12
-0.4207 0.9530 0.2124 -0.4795 14
-0.4270 0.9578 0.1777 -0.2056 14
-0.3594 0.9471 0.2128 -0.2038 17
-0.4466 0.9792 0.1316 -0.4102 9
-0.4073 0.9656 0.1638 -0.5165 10
-0.3328 0.9556 0.1921 -0.4134 15
-0.4342 0.9678 0.1658 -0.1903 11
-0.4125 0.9705 0.1619 -0.3388 22
-0.4306 0.9679 0.1313 -0.5008 12
-0.4818 0.9638 0.1697 -0.4372 11
-0.3941 0.9527 0.2006 -0.3887 9
-0.3683 0.9429 0.2095 -0.2792 13
-0.4301 0.9540 0.1932 -0.1821 10
-0.4304 0.9700 0.1553 -0.3248 18
-0.2463 0.9583 0.1684 -0.2066 48
-0.3819 0.9624 0.1632 -0.2799 9
-0.3828 0.9509 0.1953 -0.4550 9
-0.3887 0.9698 0.1541 -0.5120 17
-0.4079 0.9430 0.2041 -0.3252 12
-0.2989 0.9554 0.2006 -0.3788 16
-0.3799 0.9592 0.1820 -0.2097 19
-0.4271 0.9750 0.1352 -0.4060 10
-0.2935 0.9502 0.2047 -0.2941 45
-0.2862 0.9578 0.1829 -0.3868 32
-0.4098 0.9532 0.1793 -0.2426 12
-0.4812 0.9391 0.2143 -0.2810 9
-0.4577 0.9461 0.1822 -0.3013 12
-0.4930 0.9736 0.1501 -0.2011 9
-0.4335 0.9628 0.1599 -0.3984 11
-0.3386 0.9466 0.2044 -0.3352 14
-0.5211 0.9638 0.1525 -0.3266 8
-0.4289 0.9694 0.1507 -0.3695 11
-0.5025 0.9593 0.1494 -0.2324 11
-0.3801 0.9711 0.1367 -0.3003 13
-0.4079 0.9666 0.1608 -0.2537 16
-0.3217 0.9785 0.1242 -0.1943 16
-0.4442 0.9233 0.2175 -0.4094 9
-0.3705 0.9709 0.1363 -0.2138 22
-0.4254 0.9644 0.1666 -0.3183 10
-0.3172 0.9583 0.1774 -0.4660 13
-0.4401 0.9555 0.1606 -0.1286 10
-0.3537 0.9729 0.1519 -0.2230 19
-0.3858 0.9718 0.1516 -0.4217 13
-0.3670 0.9639 0.1768 -0.1491 12
-0.3214 0.9629 0.1681 -0.2615 12
-0.4241 0.9631 0.1683 -0.2945 16
-0.4389 0.9516 0.1954 -0.4179 11
-0.3345 0.9640 0.1757 -0.3277 16
-0.2742 0.9717 0.1497 -0.2070 15
-0.4400 0.9624 0.1783 -0.2111 12
-0.3065 0.9602 0.1824 -0.2689 34
-0.3841 0.9637 0.1587 -0.0854 12
-0.3668 0.9684 0.1534 -0.3829 12
-0.4542 0.9582 0.1793 -0.4255 12
-0.3726 0.9738 0.1463 -0.3633 13
-0.4811 0.9746 0.1321 -0.2202 9
-0.3592 0.9494 0.2086 -0.3164 14
-0.4577 0.9761 0.1587 -0.3043 11
-0.3236 0.9551 0.1958 -0.5418 13
-0.3966 0.9703 0.1561 -0.1244 11
-0.3223 0.9587 0.1788 -0.3852 21
-0.4594 0.9477 0.2039 -0.4256 10
-0.4316 0.9658 0.1574 -0.3070 11
-0.4158 0.9462 0.1761 -0.3119 13
-0.4307 0.9672 0.1490 -0.3383 9
-0.3328 0.9705 0.1655 -0.0574 18
-0.2676 0.9460 0.1917 -0.2863 24
-0.4649 0.9768 0.1290 -0.1241 11
-0.3709 0.9509 0.1980 -0.2685 13
-0.3680 0.9629 0.1542 -0.3113 14
-0.4583 0.9551 0.1883 -0.3697 9
-0.3603 0.9581 0.1763 -0.1359 16
-0.3680 0.9579 0.1911 -0.3946 16
-0.3812 0.9351 0.2132 -0.3507 15
-0.4589 0.9675 0.1712 -0.3624 13
-0.2853 0.9495 0.2094 -0.4579 17
-0.3744 0.9705 0.1721 -0.3430 16
-0.3687 0.9804 0.1220 -0.1298 12
-0.4015 0.9624 0.1617 -0.3118 16
-0.4250 0.9665 0.1429 -0.1547 11
-0.3292 0.9649 0.1823 -0.3960 19
-0.3112 0.9550 0.2105 -0.3959 47
-0.4282 0.9530 0.1973 -0.2376 12
-0.2888 0.9508 0.2148 -0.2303 32
-0.3346 0.9608 0.1703 -0.1307 19
-0.3056 0.9602 0.1977 -0.2872 29
-0.3289 0.9657 0.1861 -0.3672 23
-0.3571 0.9707 0.1492 -0.1650 12
-0.3150 0.9665 0.1782 -0.4361 21
-0.3617 0.9653 0.1612 -0.5013 14
-0.4655 0.9638 0.1665 -0.2746 12
-0.4648 0.9724 0.1419 -0.1018 10
-0.4278 0.9687 0.1461 -0.4699 10
-0.4375 0.9634 0.1606 -0.2337 11
-0.4200 0.9638 0.1662 -0.2020 13
-0.3365 0.9614 0.1890 -0.3085 16
-0.3772 0.9506 0.1936 -0.2121 12
-0.3790 0.9576 0.1766 -0.3393 27
-0.3536 0.9535 0.1770 -0.2834 11
-0.3320 0.9549 0.2006 -0.2706 14
-0.5023 0.9709 0.1436 -0.2682 6
-0.3701 0.9565 0.1998 -0.3737 16
-0.3213 0.9729 0.1481 -0.4407 18
-0.2720 0.9554 0.1941 -0.2271 29
-0.3511 0.9709 0.1639 -0.2606 11
-0.3315 0.9727 0.1330 -0.1742 12
-0.3846 0.9423 0.1882 -0.2854 12
-0.4277 0.9542 0.1826 -0.3360 9
-0.3624 0.9549 0.1725 -0.2988 17
-0.4239 0.9531 0.1743 -0.2301 15
-0.4723 0.9606 0.1795 -0.4354 9
-0.3882 0.9700 0.1739 -0.3054 18
