mu phi sigma rho nu
-0.4442 0.9770 0.1329 -0.4797 8
-0.4323 0.9804 0.1396 -0.4726 9
-0.4829 0.9745 0.1381 -0.4582 9
-0.4586 0.9754 0.1379 -0.4418 9
-0.4626 0.9789 0.1386 -0.4382 11
-0.4687 0.9741 0.1377 -0.4224 10
-0.5118 0.9787 0.1397 -0.3992 8
-0.4868 0.9743 0.1402 -0.4346 12
-0.4708 0.9732 0.1464 -0.4033 9
-0.4699 0.9769 0.1365 -0.4271 11
-0.4653 0.9779 0.1353 -0.3969 10
-0.4817 0.9770 0.1314 -0.3760 13
-0.4862 0.9755 0.1385 -0.4427 9
-0.4490 0.9743 0.1389 -0.4429 10
-0.4518 0.9737 0.1438 -0.4292 9
-0.4912 0.9781 0.1411 -0.4099 11
-0.4482 0.9771 0.1413 -0.4372 11
-0.4834 0.9785 0.1386 -0.4356 11
-0.4891 0.9774 0.1369 -0.4126 9
-0.4999 0.9784 0.1377 -0.4336 9
-0.4840 0.9768 0.1356 -0.4187 11
-0.4456 0.9749 0.1392 -0.4336 10
-0.5112 0.9763 0.1433 -0.4411 10
-0.4954 0.9759 0.1404 -0.4338 9
-0.4766 0.9785 0.1437 -0.4550 11
-0.4464 0.9779 0.1461 -0.4648 9
-0.4683 0.9777 0.1436 -0.3883 8
-0.4417 0.9773 0.1377 -0.3760 10
-0.4502 0.9771 0.1381 -0.3390 12
-0.4772 0.9769 0.1375 -0.3281 10
-0.4822 0.9784 0.1362 -0.3425 10
-0.4424 0.9780 0.1381 -0.3036 9
-0.4772 0.9781 0.1404 -0.3554 8
-0.4697 0.9738 0.1422 -0.4246 9
-0.4449 0.9777 0.1406 -0.3862 12
-0.4771 0.9774 0.1371 -0.3813 8
-0.4695 0.9781 0.1350 -0.3682 9
-0.4535 0.9762 0.1335 -0.3316 11
-0.4650 0.9780 0.1352 -0.3333 12
-0.4611 0.9760 0.1306 -0.3537 10
-0.4900 0.9776 0.1328 -0.3375 11
-0.4475 0.9743 0.1292 -0.3191 8
-0.4662 0.9766 0.1266 -0.3389 10
-0.4596 0.9795 0.1325 -0.2923 9
-0.4784 0.9770 0.1351 -0.3090 7
-0.4351 0.9737 0.1389 -0.3258 12
-0.4563 0.9722 0.1414 -0.2978 11
-0.4527 0.9727 0.1409 -0.3491 10
-0.4957 0.9723 0.1419 -0.3658 7
-0.4756 0.9767 0.1411 -0.3281 10
-0.4563 0.9720 0.1436 -0.3542 9
-0.4693 0.9765 0.1407 -0.3349 8
-0.4900 0.9734 0.1446 -0.3690 14
-0.4997 0.9719 0.1475 -0.3649 11
-0.4735 0.9709 0.1438 -0.3746 10
-0.4632 0.9746 0.1461 -0.3808 9
-0.4267 0.9695 0.1543 -0.3785 10
-0.4610 0.9723 0.1547 -0.4045 9
-0.4512 0.9702 0.1470 -0.4024 12
-0.4565 0.9737 0.1471 -0.4005 8
-0.4723 0.9752 0.1454 -0.4241 9
-0.4669 0.9771 0.1464 -0.4213 10
-0.4392 0.9773 0.1424 -0.4261 11
-0.4555 0.9781 0.1409 -0.4253 15
-0.4696 0.9745 0.1420 -0.4301 8
-0.4694 0.9769 0.1454 -0.4318 9
-0.4491 0.9738 0.1433 -0.4691 11
-0.4488 0.9759 0.1481 -0.4684 9
-0.4728 0.9748 0.1505 -0.4779 10
-0.4390 0.9702 0.1516 -0.4909 12
-0.4536 0.9749 0.1490 -0.4906 11
-0.4270 0.9709 0.1500 -0.4876 14
-0.4406 0.9704 0.1524 -0.4776 11
-0.4490 0.9755 0.1487 -0.4615 10
-0.4318 0.9740 0.1532 -0.4378 12
-0.4514 0.9730 0.1531 -0.4238 10
-0.4376 0.9689 0.1551 -0.4114 11
-0.4469 0.9680 0.1582 -0.4308 9
-0.4396 0.9679 0.1475 -0.4053 9
-0.4608 0.9693 0.1523 -0.3807 10
-0.4602 0.9686 0.1497 -0.3350 11
-0.4645 0.9712 0.1445 -0.3243 9
-0.4856 0.9692 0.1528 -0.3401 12
-0.4838 0.9725 0.1530 -0.3080 9
-0.4669 0.9674 0.1509 -0.3458 9
-0.5011 0.9721 0.1511 -0.3312 9
-0.4616 0.9699 0.1519 -0.3410 8
-0.4680 0.9731 0.1515 -0.3452 10
-0.4755 0.9684 0.1547 -0.3357 9
-0.5014 0.9666 0.1569 -0.3395 10
-0.4735 0.9707 0.1486 -0.3285 7
-0.4803 0.9673 0.1550 -0.3375 10
-0.4854 0.9663 0.1575 -0.3167 9
-0.4958 0.9660 0.1606 -0.3495 9
-0.5109 0.9660 0.1650 -0.3607 10
-0.5028 0.9641 0.1590 -0.3270 10
-0.5050 0.9654 0.1625 -0.3206 8
-0.4964 0.9644 0.1554 -0.2951 11
-0.4937 0.9658 0.1552 -0.2840 10
-0.5056 0.9662 0.1504 -0.2872 9
-0.4997 0.9731 0.1484 -0.2789 11
-0.5202 0.9677 0.1484 -0.2514 8
-0.5068 0.9743 0.1388 -0.2713 9
-0.5093 0.9752 0.1427 -0.2625 10
-0.5301 0.9745 0.1429 -0.2283 8
-0.5208 0.9702 0.1436 -0.3029 8
-0.5157 0.9735 0.1450 -0.3074 8
-0.5158 0.9705 0.1447 -0.2961 8
-0.5019 0.9705 0.1487 -0.3126 10
-0.5025 0.9752 0.1517 -0.3290 8
-0.5336 0.9743 0.1494 -0.3651 9
-0.5021 0.9728 0.1513 -0.3446 11
-0.5224 0.9712 0.1513 -0.3353 8
-0.4806 0.9702 0.1514 -0.3372 8
-0.4831 0.9712 0.1483 -0.3307 10
-0.5024 0.9719 0.1464 -0.3283 9
-0.4771 0.9741 0.1531 -0.3328 11
-0.5119 0.9700 0.1568 -0.3044 8
-0.4908 0.9686 0.1573 -0.3194 9
-0.5046 0.9691 0.1571 -0.3256 8
-0.5000 0.9681 0.1537 -0.3346 10
-0.4781 0.9727 0.1604 -0.3302 9
-0.4790 0.9710 0.1541 -0.2693 8
-0.4925 0.9681 0.1568 -0.2674 8
-0.4775 0.9655 0.1620 -0.2719 11
-0.5056 0.9706 0.1556 -0.3118 8
-0.4494 0.9662 0.1590 -0.3566 9
-0.4734 0.9692 0.1585 -0.3413 11
-0.4710 0.9715 0.1563 -0.3220 9
-0.5022 0.9692 0.1568 -0.2778 9
-0.4550 0.9711 0.1529 -0.2795 8
-0.4781 0.9719 0.1562 -0.2795 9
-0.4794 0.9729 0.1546 -0.2926 11
-0.4771 0.9721 0.1614 -0.3205 9
-0.4991 0.9684 0.1531 -0.3104 7
-0.5229 0.9692 0.1559 -0.3198 8
-0.4880 0.9691 0.1588 -0.2990 11
-0.5182 0.9680 0.1623 -0.3213 11
-0.4922 0.9699 0.1614 -0.3261 11
-0.5162 0.9659 0.1603 -0.3501 9
-0.5078 0.9666 0.1566 -0.3394 10
-0.4991 0.9667 0.1608 -0.3693 10
-0.4915 0.9716 0.1566 -0.3577 10
-0.4894 0.9692 0.1516 -0.3420 8
-0.4814 0.9684 0.1564 -0.3055 10
-0.4847 0.9668 0.1627 -0.3221 8
-0.5155 0.9704 0.1609 -0.3739 10
-0.5057 0.9691 0.1585 -0.3354 10
-0.4930 0.9679 0.1615 -0.3938 12
-0.5028 0.9702 0.1579 -0.3614 8
-0.4982 0.9752 0.1532 -0.3713 7
-0.5012 0.9731 0.1553 -0.3641 8
-0.4900 0.9757 0.1504 -0.3711 8
-0.5052 0.9763 0.1522 -0.4235 7
-0.4836 0.9766 0.1542 -0.4202 10
-0.4279 0.9702 0.1598 -0.4050 11
-0.4652 0.9759 0.1599 -0.4044 11
-0.4875 0.9705 0.1561 -0.3499 11
-0.4633 0.9737 0.1567 -0.3391 10
-0.4873 0.9692 0.1543 -0.3896 9
-0.4973 0.9760 0.1481 -0.3424 12
-0.4690 0.9702 0.1476 -0.3570 10
-0.4809 0.9765 0.1521 -0.3723 12
-0.4627 0.9776 0.1478 -0.4028 9
-0.4525 0.9767 0.1414 -0.3572 10
-0.4487 0.9732 0.1413 -0.3264 9
-0.4679 0.9744 0.1392 -0.3358 11
-0.4612 0.9753 0.1371 -0.3488 10
-0.4614 0.9764 0.1451 -0.3230 8
-0.4487 0.9739 0.1406 -0.3506 9
-0.4744 0.9753 0.1365 -0.2855 8
-0.4227 0.9759 0.1444 -0.2865 11
-0.4706 0.9735 0.1426 -0.2981 9
-0.4550 0.9778 0.1395 -0.3293 7
-0.4603 0.9786 0.1360 -0.3423 9
-0.4354 0.9741 0.1381 -0.3583 12
-0.4768 0.9782 0.1355 -0.3682 10
-0.4758 0.9762 0.1362 -0.3644 12
-0.4461 0.9783 0.1380 -0.3242 10
-0.4208 0.9771 0.1398 -0.2928 9
-0.4301 0.9758 0.1431 -0.2656 12
-0.4513 0.9719 0.1450 -0.2803 9
-0.4492 0.9763 0.1438 -0.3011 9
-0.4571 0.9740 0.1420 -0.3389 11
-0.4560 0.9747 0.1392 -0.3588 11
-0.4463 0.9780 0.1436 -0.3889 12
-0.4306 0.9781 0.1476 -0.3880 12
-0.4447 0.9746 0.1419 -0.3702 11
-0.4336 0.9760 0.1366 -0.4113 9
-0.4342 0.9777 0.1411 -0.4014 10
-0.4198 0.9787 0.1447 -0.4211 10
-0.4312 0.9779 0.1420 -0.4225 11
-0.4594 0.9757 0.1459 -0.4248 10
-0.4310 0.9778 0.1459 -0.4388 16
-0.4113 0.9765 0.1420 -0.4135 12
-0.4249 0.9764 0.1454 -0.3949 8
-0.4164 0.9770 0.1471 -0.4654 9
-0.3785 0.9771 0.1523 -0.5047 10
-0.4425 0.9781 0.1502 -0.4905 9
-0.4268 0.9769 0.1457 -0.4550 8
-0.4133 0.9774 0.1437 -0.4360 13
-0.4268 0.9761 0.1437 -0.4419 9
-0.4247 0.9763 0.1405 -0.4641 14
-0.4524 0.9794 0.1384 -0.4521 9
-0.4266 0.9786 0.1388 -0.4674 13
-0.4057 0.9785 0.1431 -0.4754 11
-0.3843 0.9794 0.1386 -0.4522 13
-0.4188 0.9801 0.1396 -0.4743 10
-0.3864 0.9752 0.1457 -0.4688 8
-0.4526 0.9770 0.1443 -0.5070 8
-0.4493 0.9776 0.1412 -0.5079 12
-0.4227 0.9784 0.1424 -0.5110 10
-0.4635 0.9814 0.1401 -0.4703 11
-0.3709 0.9788 0.1398 -0.4531 9
-0.4264 0.9785 0.1472 -0.4963 12
-0.4049 0.9788 0.1395 -0.4903 11
-0.4392 0.9817 0.1413 -0.4579 9
-0.4071 0.9798 0.1412 -0.4198 12
-0.4175 0.9781 0.1443 -0.4211 11
-0.3981 0.9771 0.1459 -0.4398 10
-0.4100 0.9787 0.1419 -0.4360 9
-0.4177 0.9774 0.1384 -0.4533 11
-0.4333 0.9794 0.1359 -0.4323 9
-0.3973 0.9796 0.1432 -0.4513 9
-0.4287 0.9791 0.1431 -0.4311 12
-0.4309 0.9787 0.1433 -0.4413 11
-0.3951 0.9792 0.1458 -0.4635 11
-0.4131 0.9738 0.1464 -0.4451 11
-0.4371 0.9758 0.1538 -0.4556 14
-0.4218 0.9749 0.1545 -0.4568 11
-0.4053 0.9719 0.1536 -0.4421 11
-0.4621 0.9714 0.1504 -0.4332 11
-0.4131 0.9722 0.1510 -0.4203 13
-0.4268 0.9710 0.1502 -0.4302 10
-0.4255 0.9743 0.1520 -0.4451 11
-0.4231 0.9747 0.1547 -0.4516 11
-0.4094 0.9705 0.1604 -0.4325 10
-0.4438 0.9730 0.1632 -0.4424 10
-0.4227 0.9684 0.1645 -0.4132 10
-0.4271 0.9729 0.1590 -0.3918 9
-0.4205 0.9749 0.1520 -0.4167 8
-0.4384 0.9736 0.1513 -0.4459 10
-0.4403 0.9743 0.1490 -0.4593 10
-0.4426 0.9788 0.1516 -0.4729 10
-0.4368 0.9737 0.1566 -0.4987 12
-0.4890 0.9739 0.1581 -0.5177 8
-0.4142 0.9764 0.1606 -0.5254 12
-0.4549 0.9725 0.1667 -0.5188 9
-0.4631 0.9708 0.1645 -0.4421 8
-0.4691 0.9744 0.1633 -0.5057 13
-0.4306 0.9721 0.1596 -0.4720 13
-0.4500 0.9725 0.1558 -0.4253 10
-0.4467 0.9720 0.1564 -0.4066 11
-0.4803 0.9761 0.1525 -0.4571 11
-0.4704 0.9732 0.1564 -0.4628 11
-0.4328 0.9752 0.1619 -0.4509 12
-0.4716 0.9726 0.1590 -0.4627 11
-0.4267 0.9745 0.1619 -0.4313 10
-0.4490 0.9732 0.1578 -0.3785 12
-0.4507 0.9705 0.1567 -0.4018 9
-0.4652 0.9712 0.1570 -0.3967 10
-0.4622 0.9712 0.1584 -0.3552 9
-0.4771 0.9702 0.1632 -0.4078 11
-0.4443 0.9747 0.1603 -0.4024 11
-0.4274 0.9695 0.1591 -0.4112 9
-0.4571 0.9693 0.1592 -0.3971 12
-0.4738 0.9709 0.1555 -0.3468 10
-0.4306 0.9697 0.1603 -0.3401 9
-0.4467 0.9718 0.1594 -0.3678 11
-0.4462 0.9679 0.1633 -0.4042 13
-0.4386 0.9683 0.1625 -0.3562 15
-0.4458 0.9669 0.1579 -0.3112 10
-0.4402 0.9672 0.1620 -0.3554 11
-0.4455 0.9663 0.1613 -0.3280 9
-0.4539 0.9676 0.1590 -0.3503 11
-0.4386 0.9675 0.1622 -0.3573 10
-0.4532 0.9678 0.1612 -0.3740 10
-0.4612 0.9686 0.1624 -0.4175 12
-0.4926 0.9685 0.1610 -0.4138 9
-0.4695 0.9681 0.1627 -0.3933 8
-0.4848 0.9675 0.1648 -0.4009 10
-0.4843 0.9718 0.1597 -0.3561 11
-0.4992 0.9673 0.1635 -0.3607 8
-0.5147 0.9667 0.1630 -0.3328 10
-0.4770 0.9677 0.1667 -0.3028 11
-0.5086 0.9665 0.1663 -0.3442 10
-0.4925 0.9709 0.1685 -0.3861 12
-0.5176 0.9730 0.1659 -0.3691 11
-0.4962 0.9732 0.1683 -0.3792 11
-0.5354 0.9686 0.1689 -0.4173 9
-0.5605 0.9752 0.1624 -0.3839 10
-0.5263 0.9712 0.1612 -0.3449 7
-0.5278 0.9741 0.1607 -0.3746 10
-0.5131 0.9702 0.1623 -0.3980 10
-0.5296 0.9732 0.1613 -0.3836 10
-0.4971 0.9741 0.1614 -0.3786 9
-0.5297 0.9701 0.1644 -0.4056 10
-0.5118 0.9741 0.1585 -0.3886 12
-0.5260 0.9719 0.1499 -0.3901 9
-0.5419 0.9750 0.1510 -0.4182 10
-0.5218 0.9776 0.1453 -0.3631 9
-0.4651 0.9769 0.1518 -0.3351 9
-0.4963 0.9749 0.1514 -0.3487 7
-0.5171 0.9750 0.1525 -0.3841 8
-0.5134 0.9751 0.1519 -0.3632 10
-0.4850 0.9777 0.1526 -0.3895 9
-0.5289 0.9721 0.1504 -0.3446 12
-0.4999 0.9777 0.1510 -0.3156 10
-0.4845 0.9741 0.1539 -0.2957 9
-0.4902 0.9706 0.1612 -0.2840 8
-0.5232 0.9746 0.1595 -0.2805 10
-0.5286 0.9727 0.1516 -0.3055 9
-0.5265 0.9762 0.1473 -0.3467 9
-0.5275 0.9727 0.1506 -0.3058 8
-0.5396 0.9775 0.1470 -0.2775 8
-0.5347 0.9753 0.1431 -0.2976 9
-0.4899 0.9755 0.1519 -0.3243 8
-0.5016 0.9769 0.1523 -0.3234 8
-0.4998 0.9775 0.1522 -0.2951 7
-0.5406 0.9747 0.1507 -0.3026 8
-0.5342 0.9773 0.1490 -0.3306 8
-0.5644 0.9763 0.1489 -0.3269 8
-0.5476 0.9773 0.1494 -0.3130 7
-0.5221 0.9732 0.1547 -0.3360 6
-0.5314 0.9701 0.1648 -0.3332 7
-0.5058 0.9680 0.1644 -0.3393 8
-0.5073 0.9732 0.1618 -0.3207 8
-0.4991 0.9715 0.1602 -0.3175 7
-0.5173 0.9665 0.1621 -0.2578 9
-0.5136 0.9706 0.1595 -0.2368 8
-0.4916 0.9668 0.1627 -0.2490 7
-0.5011 0.9654 0.1659 -0.2354 8
-0.5013 0.9703 0.1652 -0.2330 10
-0.5168 0.9652 0.1589 -0.2150 7
-0.5041 0.9669 0.1611 -0.2372 9
-0.4974 0.9669 0.1547 -0.1645 9
-0.4972 0.9705 0.1555 -0.1347 7
-0.4965 0.9683 0.1562 -0.1568 10
-0.5000 0.9703 0.1555 -0.1353 8
-0.5067 0.9724 0.1507 -0.1759 10
-0.5067 0.9686 0.1532 -0.2000 7
-0.5091 0.9686 0.1495 -0.1952 9
-0.5073 0.9698 0.1527 -0.2327 9
-0.5046 0.9713 0.1540 -0.2052 10
-0.5222 0.9670 0.1575 -0.2106 10
-0.5161 0.9711 0.1599 -0.2704 9
-0.4935 0.9686 0.1641 -0.3411 9
-0.5333 0.9663 0.1667 -0.3215 9
-0.5181 0.9665 0.1654 -0.3134 8
-0.4950 0.9657 0.1687 -0.2688 9
-0.5111 0.9698 0.1649 -0.2374 8
-0.5243 0.9698 0.1617 -0.1634 10
-0.5165 0.9700 0.1587 -0.1872 8
-0.5198 0.9673 0.1541 -0.1518 7
-0.5158 0.9711 0.1574 -0.2112 9
-0.4953 0.9692 0.1510 -0.2035 9
-0.4930 0.9686 0.1504 -0.2562 9
-0.4809 0.9726 0.1475 -0.2522 9
-0.4750 0.9705 0.1470 -0.2513 7
-0.4980 0.9754 0.1432 -0.2536 9
-0.4706 0.9762 0.1388 -0.2788 9
-0.5029 0.9756 0.1368 -0.2362 8
-0.4914 0.9787 0.1338 -0.2238 9
-0.5077 0.9779 0.1330 -0.2045 8
-0.5148 0.9732 0.1367 -0.2453 9
-0.5074 0.9749 0.1339 -0.2625 9
-0.4775 0.9720 0.1360 -0.2389 8
-0.4762 0.9748 0.1347 -0.2566 9
-0.5153 0.9789 0.1318 -0.2417 7
-0.4884 0.9781 0.1360 -0.2169 8
-0.5141 0.9752 0.1345 -0.2077 9
-0.5201 0.9750 0.1343 -0.2045 11
-0.4934 0.9779 0.1361 -0.2516 9
-0.5201 0.9776 0.1363 -0.2283 8
-0.5153 0.9756 0.1364 -0.1808 11
-0.5284 0.9779 0.1438 -0.2297 6
-0.5300 0.9767 0.1406 -0.2246 8
-0.5153 0.9751 0.1371 -0.2119 8
-0.4978 0.9773 0.1411 -0.2511 8
-0.5187 0.9772 0.1451 -0.2706 9
-0.5042 0.9780 0.1409 -0.2518 8
-0.4947 0.9728 0.1458 -0.2661 7
-0.5076 0.9766 0.1491 -0.2997 8
-0.4911 0.9763 0.1481 -0.3235 10
-0.5172 0.9749 0.1478 -0.3174 7
-0.4964 0.9763 0.1454 -0.3136 8
-0.5108 0.9769 0.1464 -0.2658 10
-0.5013 0.9745 0.1502 -0.3030 9
-0.4964 0.9738 0.1533 -0.3014 10
-0.4884 0.9760 0.1592 -0.2873 9
-0.4916 0.9726 0.1562 -0.2945 8
-0.4726 0.9763 0.1542 -0.2753 9
-0.4914 0.9753 0.1554 -0.2923 9
-0.4913 0.9734 0.1544 -0.3079 11
-0.5216 0.9714 0.1568 -0.3030 7
-0.5265 0.9743 0.1565 -0.3002 9
-0.5224 0.9727 0.1557 -0.2833 8
-0.5141 0.9754 0.1549 -0.2709 8
-0.5304 0.9720 0.1494 -0.2997 7
-0.5203 0.9743 0.1508 -0.3023 8
-0.5426 0.9742 0.1531 -0.2958 7
-0.5223 0.9748 0.1504 -0.2942 9
-0.5165 0.9751 0.1453 -0.3191 11
-0.4988 0.9767 0.1436 -0.3133 9
-0.5268 0.9741 0.1458 -0.3154 7
-0.5071 0.9719 0.1477 -0.3315 9
-0.5011 0.9705 0.1462 -0.3151 11
-0.5331 0.9763 0.1430 -0.3112 9
-0.5290 0.9767 0.1352 -0.3302 8
-0.5271 0.9775 0.1366 -0.3425 9
-0.5108 0.9791 0.1344 -0.3642 9
-0.5524 0.9774 0.1379 -0.3588 7
-0.4989 0.9704 0.1433 -0.3532 7
-0.5179 0.9772 0.1463 -0.3614 10
-0.5194 0.9743 0.1479 -0.3493 10
-0.5092 0.9767 0.1444 -0.3392 7
-0.4919 0.9726 0.1501 -0.3238 8
-0.4814 0.9744 0.1499 -0.3144 8
-0.4856 0.9705 0.1506 -0.3461 9
-0.4910 0.9715 0.1478 -0.3214 9
-0.4893 0.9712 0.1466 -0.3134 11
-0.4761 0.9757 0.1486 -0.3283 10
-0.4795 0.9743 0.1497 -0.3451 11
-0.4856 0.9756 0.1469 -0.3264 11
-0.4939 0.9712 0.1485 -0.3464 9
-0.4845 0.9701 0.1503 -0.3348 9
-0.4791 0.9698 0.1494 -0.3375 9
-0.4970 0.9702 0.1501 -0.3784 10
-0.4870 0.9698 0.1542 -0.3979 9
-0.5323 0.9683 0.1618 -0.3787 7
-0.5038 0.9654 0.1667 -0.3607 8
-0.5058 0.9644 0.1632 -0.3700 10
-0.5055 0.9659 0.1643 -0.3794 9
-0.5064 0.9654 0.1635 -0.3633 10
-0.5068 0.9654 0.1597 -0.3567 8
-0.5065 0.9660 0.1588 -0.3688 9
-0.5000 0.9710 0.1600 -0.3740 10
-0.4990 0.9667 0.1593 -0.4074 9
-0.5092 0.9666 0.1592 -0.3843 8
-0.4781 0.9664 0.1624 -0.3859 10
-0.4878 0.9644 0.1626 -0.3879 8
-0.4686 0.9647 0.1667 -0.3759 12
-0.4972 0.9654 0.1626 -0.3580 10
-0.4801 0.9649 0.1636 -0.3411 9
-0.4755 0.9644 0.1643 -0.3741 10
-0.4767 0.9644 0.1692 -0.3683 10
-0.4720 0.9645 0.1710 -0.3661 8
-0.4565 0.9631 0.1672 -0.3842 10
-0.4592 0.9631 0.1685 -0.3684 11
-0.4767 0.9644 0.1657 -0.3598 10
-0.4756 0.9642 0.1683 -0.3626 10
-0.4777 0.9632 0.1660 -0.3472 10
-0.4749 0.9642 0.1665 -0.3481 9
-0.4469 0.9654 0.1663 -0.3186 8
-0.4759 0.9638 0.1735 -0.3582 12
-0.4597 0.9623 0.1765 -0.3880 10
-0.4788 0.9632 0.1769 -0.3463 10
-0.4640 0.9614 0.1768 -0.3520 13
-0.4822 0.9619 0.1757 -0.3417 10
-0.4673 0.9572 0.1708 -0.3136 14
-0.4502 0.9632 0.1737 -0.3329 8
-0.4617 0.9640 0.1734 -0.3317 9
-0.4513 0.9626 0.1762 -0.3578 9
-0.4438 0.9620 0.1697 -0.3501 10
-0.4580 0.9652 0.1716 -0.3507 15
-0.4502 0.9631 0.1648 -0.2786 9
-0.4431 0.9634 0.1636 -0.3006 13
-0.4131 0.9642 0.1681 -0.2913 12
-0.4415 0.9649 0.1676 -0.2964 10
-0.4414 0.9654 0.1635 -0.2421 9
-0.4375 0.9651 0.1659 -0.2415 12
-0.4450 0.9687 0.1673 -0.2641 10
-0.4327 0.9654 0.1648 -0.2996 9
-0.4103 0.9665 0.1658 -0.3114 9
-0.4478 0.9651 0.1682 -0.2865 12
-0.4257 0.9657 0.1687 -0.2978 10
-0.4428 0.9647 0.1698 -0.2769 14
-0.4073 0.9647 0.1718 -0.2758 10
-0.4225 0.9648 0.1704 -0.2855 10
-0.4240 0.9652 0.1686 -0.2752 9
-0.4156 0.9638 0.1692 -0.2569 12
-0.4378 0.9632 0.1703 -0.2687 10
-0.4350 0.9632 0.1719 -0.3326 8
-0.4276 0.9648 0.1681 -0.3504 12
-0.4149 0.9659 0.1695 -0.3288 11
-0.4326 0.9654 0.1709 -0.3053 11
-0.4126 0.9652 0.1607 -0.2748 9
-0.4150 0.9658 0.1658 -0.3107 11
-0.4160 0.9708 0.1593 -0.3202 10
-0.4236 0.9702 0.1564 -0.3262 14
-0.4086 0.9726 0.1542 -0.3101 11
-0.3978 0.9727 0.1515 -0.3084 11
-0.4168 0.9698 0.1489 -0.3431 9
-0.3972 0.9692 0.1536 -0.3438 9
-0.3871 0.9692 0.1519 -0.3213 14
-0.3993 0.9692 0.1514 -0.2814 13
-0.4053 0.9705 0.1520 -0.2943 13
-0.3970 0.9749 0.1498 -0.2883 10
-0.3829 0.9720 0.1519 -0.3057 11
-0.3967 0.9753 0.1472 -0.3391 13
-0.4405 0.9688 0.1545 -0.3110 9
-0.4053 0.9736 0.1574 -0.3315 14
-0.3998 0.9705 0.1544 -0.3222 19
-0.3908 0.9705 0.1516 -0.3203 13
-0.4013 0.9698 0.1500 -0.2777 15
-0.3795 0.9752 0.1501 -0.3414 14
-0.3729 0.9757 0.1431 -0.3293 12
-0.4044 0.9762 0.1411 -0.3577 14
-0.4140 0.9726 0.1419 -0.3300 12
-0.3612 0.9769 0.1390 -0.3307 13
-0.3762 0.9770 0.1377 -0.3720 11
-0.3872 0.9793 0.1379 -0.3807 9
-0.3637 0.9796 0.1402 -0.3336 13
-0.3700 0.9719 0.1479 -0.3476 11
-0.3538 0.9705 0.1450 -0.3170 12
-0.3695 0.9756 0.1424 -0.3321 12
-0.3323 0.9749 0.1454 -0.2983 12
-0.3652 0.9705 0.1442 -0.2992 9
-0.3849 0.9753 0.1428 -0.3072 13
-0.3491 0.9712 0.1427 -0.3559 12
-0.3745 0.9763 0.1434 -0.3760 10
-0.3644 0.9761 0.1384 -0.3855 13
-0.3325 0.9776 0.1391 -0.3893 14
-0.3656 0.9773 0.1377 -0.3692 15
-0.3580 0.9751 0.1320 -0.3487 11
-0.3505 0.9774 0.1386 -0.3223 14
-0.3820 0.9746 0.1380 -0.3251 10
-0.3719 0.9768 0.1363 -0.3293 12
-0.3763 0.9749 0.1376 -0.3097 14
-0.3685 0.9755 0.1417 -0.3136 12
-0.3496 0.9746 0.1419 -0.2832 11
-0.3883 0.9707 0.1405 -0.2752 9
-0.3572 0.9702 0.1456 -0.2930 11
-0.3510 0.9692 0.1468 -0.3009 10
-0.3675 0.9746 0.1445 -0.2714 14
-0.3558 0.9692 0.1445 -0.2969 10
-0.3862 0.9733 0.1459 -0.2557 15
-0.3659 0.9692 0.1431 -0.3013 12
-0.3585 0.9742 0.1430 -0.2748 9
-0.3675 0.9702 0.1434 -0.2979 9
-0.3637 0.9702 0.1444 -0.3404 11
-0.3837 0.9753 0.1462 -0.3170 11
-0.3863 0.9700 0.1478 -0.2954 14
-0.3840 0.9715 0.1513 -0.3428 13
-0.4195 0.9713 0.1550 -0.3372 12
-0.3814 0.9708 0.1525 -0.3550 12
-0.3762 0.9686 0.1476 -0.3346 14
-0.3677 0.9755 0.1388 -0.2976 13
-0.3900 0.9771 0.1388 -0.3290 13
-0.3691 0.9786 0.1352 -0.3305 11
-0.4009 0.9774 0.1419 -0.3355 12
-0.3857 0.9767 0.1384 -0.3194 12
-0.3878 0.9745 0.1319 -0.3097 15
-0.3582 0.9795 0.1304 -0.3172 10
-0.3625 0.9787 0.1308 -0.3440 12
-0.3501 0.9742 0.1336 -0.3677 10
-0.3903 0.9778 0.1335 -0.3830 12
-0.3746 0.9782 0.1363 -0.3278 15
-0.3862 0.9768 0.1342 -0.3051 9
-0.3671 0.9767 0.1375 -0.2928 7
-0.3716 0.9736 0.1339 -0.2925 11
-0.3514 0.9714 0.1348 -0.3048 10
-0.3572 0.9769 0.1345 -0.3169 10
-0.3436 0.9771 0.1352 -0.3211 9
-0.3755 0.9769 0.1340 -0.3020 10
-0.3918 0.9768 0.1312 -0.2874 16
-0.3991 0.9759 0.1312 -0.2378 15
-0.4207 0.9754 0.1343 -0.2425 11
-0.4184 0.9738 0.1299 -0.2443 9
-0.4290 0.9744 0.1315 -0.1913 10
-0.4213 0.9746 0.1338 -0.2148 11
-0.4130 0.9758 0.1331 -0.2108 11
-0.4233 0.9770 0.1312 -0.2108 11
-0.4030 0.9754 0.1338 -0.2493 10
-0.4359 0.9715 0.1351 -0.2400 11
-0.4281 0.9763 0.1332 -0.2349 9
-0.4526 0.9737 0.1334 -0.1798 12
-0.4162 0.9735 0.1300 -0.1845 11
-0.4095 0.9719 0.1325 -0.1982 12
-0.4180 0.9712 0.1324 -0.2311 10
-0.4066 0.9716 0.1336 -0.1720 10
-0.4013 0.9752 0.1341 -0.1889 10
